make,model,year,mileage,engine_size,transmission,fuel_type,terrain_type,avg_road_quality,days_since_service,driving_style,service_needed
Mahindra,Bolero,2015,70105,1.3,Manual,Diesel,Hills,4,587,normal,1
Hyundai,i20,2008,29419,1.8,Automatic,Diesel,Highway,2,97,normal,0
Suzuki,Swift,2003,37017,2.4,Automatic,Diesel,Hills,5,567,normal,1
Hyundai,Creta,2016,57086,1.6,Automatic,Petrol,Urban,4,191,rough,1
Mahindra,XUV300,2013,179649,1.6,Automatic,Petrol,Hills,4,12,normal,0
Tata,Tiago,2017,123807,1.1,Manual,Petrol,Highway,5,393,rough,1
Tata,Altroz,2023,74564,1.6,Manual,Petrol,Hills,1,540,rough,1
Mahindra,XUV300,2010,112435,1.6,Automatic,Diesel,Highway,5,402,rough,1
Hyundai,Creta,2012,124049,1.1,Manual,Petrol,Highway,4,252,rough,1
Hyundai,i10,2003,32884,1.9,Automatic,Petrol,Urban,2,129,smooth,0
Hyundai,Venue,2002,70586,1.4,Automatic,Diesel,Hills,3,132,normal,1
Toyota,Corolla,2015,57765,1.1,Manual,Diesel,Highway,1,2,normal,0
Tata,Nexon,2013,70229,1.9,Manual,Petrol,Hills,4,502,rough,1
Suzuki,Alto,2005,104224,1.1,Automatic,Petrol,Hills,3,449,normal,1
Mahindra,Bolero,2020,199115,1.1,Automatic,Petrol,Hills,4,338,rough,1
Suzuki,Swift,2022,58421,1.3,Automatic,Petrol,Urban,5,539,normal,0
Hyundai,Creta,2002,183568,2.0,Automatic,Petrol,Highway,5,5,smooth,0
Suzuki,Baleno,2007,30254,1.8,Automatic,Petrol,Hills,1,55,smooth,1
Hyundai,Venue,2015,20503,2.2,Manual,Diesel,Highway,2,491,rough,1
Kia,Sonet,2018,155759,1.8,Manual,Diesel,Urban,1,162,smooth,0
Hyundai,Venue,2022,167622,0.8,Manual,Petrol,Urban,4,62,normal,0
Tata,Tiago,2013,152694,1.7,Manual,Diesel,Highway,4,277,rough,1
Tata,Nexon,2018,114950,1.2,Manual,Diesel,Highway,2,171,normal,0
Tata,Altroz,2017,117687,1.5,Automatic,Petrol,Hills,5,178,smooth,0
Kia,Seltos,2020,11064,1.4,Automatic,Petrol,Highway,2,316,normal,1
Hyundai,Venue,2009,47006,0.9,Manual,Petrol,Hills,1,292,normal,1
Hyundai,i20,1998,60230,0.9,Manual,Petrol,Hills,5,259,normal,1
Hyundai,Venue,2012,120739,1.3,Automatic,Diesel,Highway,4,216,normal,1
Kia,Seltos,2003,134110,2.4,Automatic,Diesel,Hills,1,93,rough,1
Suzuki,Wagon R,2009,113723,1.6,Automatic,Petrol,Highway,4,418,smooth,0
Toyota,Hilux,2019,107765,2.0,Automatic,Diesel,Urban,5,268,rough,1
Suzuki,Alto,2018,198186,2.1,Manual,Diesel,Urban,4,241,normal,0
Mahindra,Scorpio,2021,69193,2.0,Manual,Diesel,Highway,1,189,normal,1
Tata,Nexon,2006,127679,1.4,Automatic,Petrol,Hills,4,439,rough,1
Hyundai,Creta,2007,83116,0.9,Automatic,Petrol,Hills,2,597,rough,1
Mahindra,XUV300,1998,50055,1.8,Manual,Petrol,Highway,5,265,rough,1
Suzuki,Wagon R,2004,75957,1.0,Automatic,Petrol,Urban,1,492,normal,1
Suzuki,Alto,2002,46042,1.5,Automatic,Diesel,Hills,3,305,smooth,1
Suzuki,Alto,2002,73086,0.8,Automatic,Petrol,Urban,4,298,normal,0
Kia,Sonet,2018,150500,1.9,Automatic,Petrol,Highway,4,222,rough,1
Mahindra,XUV300,2008,186776,2.3,Manual,Diesel,Hills,4,59,rough,1
Tata,Tiago,2023,101820,2.0,Manual,Diesel,Urban,1,433,smooth,1
Hyundai,Creta,2019,195597,1.7,Manual,Diesel,Hills,4,67,smooth,0
Kia,Sonet,1998,102294,1.1,Automatic,Diesel,Urban,4,553,smooth,1
Suzuki,Wagon R,2019,187231,1.9,Manual,Petrol,Urban,3,376,smooth,0
Mahindra,XUV300,2017,134050,1.9,Automatic,Petrol,Urban,5,409,smooth,0
Hyundai,Venue,2006,50746,1.6,Automatic,Petrol,Hills,4,353,normal,1
Toyota,Hilux,2018,145395,1.5,Manual,Petrol,Highway,1,191,rough,1
Kia,Sonet,2005,152728,1.8,Manual,Diesel,Hills,1,454,rough,1
Hyundai,i10,2012,129854,1.0,Automatic,Petrol,Highway,1,28,normal,0
Hyundai,Creta,2009,15198,2.1,Automatic,Petrol,Hills,5,491,normal,1
Tata,Altroz,2019,54313,2.2,Manual,Diesel,Hills,5,96,smooth,0
Suzuki,Swift,2007,119859,1.7,Manual,Diesel,Highway,5,173,rough,0
Toyota,Hilux,2004,88305,1.6,Automatic,Petrol,Highway,5,116,normal,0
Kia,Sportage,2023,140697,1.8,Automatic,Diesel,Hills,2,499,rough,1
Suzuki,Wagon R,2007,186242,1.4,Manual,Diesel,Hills,4,60,normal,0
Mahindra,XUV300,1999,98285,1.1,Manual,Petrol,Urban,1,315,rough,1
Hyundai,Venue,2007,28276,1.1,Automatic,Petrol,Hills,4,138,rough,0
Toyota,Corolla,2019,198630,1.5,Automatic,Diesel,Hills,4,224,normal,1
Toyota,Corolla,2007,40603,1.3,Manual,Diesel,Hills,2,370,rough,1
Hyundai,i10,2002,38961,2.1,Manual,Diesel,Hills,5,116,normal,0
Suzuki,Alto,2015,174436,1.7,Automatic,Diesel,Highway,2,38,smooth,0
Hyundai,Venue,2009,165977,1.2,Manual,Petrol,Highway,2,444,rough,1
Hyundai,i10,2008,65432,2.4,Automatic,Petrol,Highway,2,138,normal,0
Kia,Seltos,2008,66247,1.6,Manual,Diesel,Urban,1,123,smooth,0
Hyundai,Creta,2003,157481,1.1,Automatic,Diesel,Hills,2,59,smooth,1
Tata,Tiago,2016,90163,2.3,Automatic,Petrol,Hills,4,323,normal,1
Mahindra,XUV300,2007,163784,1.1,Automatic,Diesel,Urban,5,455,smooth,1
Kia,Sonet,2003,155257,1.4,Automatic,Diesel,Urban,1,490,rough,1
Mahindra,Scorpio,2018,55495,0.9,Automatic,Petrol,Hills,5,383,rough,1
Hyundai,i20,2018,10030,1.6,Manual,Petrol,Urban,3,62,normal,0
Toyota,Yaris,2021,21565,0.9,Automatic,Petrol,Highway,1,257,rough,1
Toyota,Corolla,2006,184775,1.6,Automatic,Diesel,Highway,3,8,normal,0
Kia,Sportage,2016,60540,1.4,Automatic,Petrol,Highway,5,403,smooth,1
Hyundai,Creta,2001,152275,1.6,Automatic,Petrol,Urban,3,129,normal,0
Mahindra,Scorpio,2006,140115,1.0,Automatic,Diesel,Highway,1,357,rough,1
Toyota,Yaris,1998,158901,1.8,Manual,Diesel,Highway,1,468,smooth,1
Suzuki,Baleno,2010,79855,1.8,Manual,Petrol,Urban,4,124,smooth,0
Kia,Sonet,2003,30578,1.2,Automatic,Petrol,Urban,4,520,rough,1
Suzuki,Baleno,2007,145658,1.9,Manual,Diesel,Highway,2,263,normal,1
Mahindra,XUV300,2008,171226,1.8,Manual,Diesel,Highway,2,357,rough,1
Kia,Seltos,2018,118398,1.3,Automatic,Diesel,Highway,1,515,normal,1
Hyundai,i10,1999,171671,2.4,Manual,Petrol,Hills,1,400,smooth,1
Tata,Altroz,2012,8594,1.5,Manual,Diesel,Urban,4,323,rough,1
Mahindra,XUV300,2014,119575,2.2,Automatic,Petrol,Urban,4,118,normal,0
Kia,Seltos,2004,122788,1.4,Manual,Petrol,Hills,3,415,smooth,1
Hyundai,i10,2011,123598,1.4,Manual,Petrol,Hills,2,97,rough,1
Suzuki,Wagon R,2003,95150,1.7,Manual,Diesel,Highway,2,119,smooth,0
Tata,Altroz,2018,87266,1.7,Manual,Diesel,Highway,3,92,normal,0
Toyota,Hilux,2006,56694,1.0,Manual,Petrol,Highway,2,257,smooth,1
Hyundai,i10,2007,147758,2.3,Manual,Petrol,Urban,3,243,rough,1
Toyota,Hilux,2020,155929,2.1,Automatic,Petrol,Hills,1,443,normal,1
Toyota,Yaris,2014,94909,1.6,Manual,Petrol,Highway,2,119,normal,0
Kia,Seltos,2018,100760,1.3,Automatic,Petrol,Urban,5,353,normal,1
Kia,Sportage,2023,126815,1.3,Automatic,Petrol,Highway,5,521,normal,0
Suzuki,Baleno,2002,52725,2.2,Automatic,Diesel,Hills,5,521,rough,1
Mahindra,Scorpio,2000,17497,1.9,Manual,Diesel,Highway,5,195,rough,1
Toyota,Corolla,1999,141911,2.3,Automatic,Petrol,Highway,1,407,rough,1
Kia,Seltos,2006,131919,0.8,Automatic,Petrol,Highway,2,442,normal,1
Mahindra,XUV300,2000,31709,2.2,Manual,Diesel,Hills,3,100,smooth,0
Suzuki,Swift,2014,171442,2.3,Automatic,Diesel,Urban,3,296,smooth,1
Tata,Tiago,2019,9069,1.1,Manual,Petrol,Highway,2,592,normal,1
Hyundai,i20,2000,101658,1.3,Manual,Petrol,Highway,4,92,normal,0
Mahindra,Bolero,2014,101861,1.9,Manual,Diesel,Highway,2,100,normal,0
Tata,Tiago,2019,72080,1.3,Automatic,Diesel,Urban,4,8,rough,0
Hyundai,Venue,2017,63854,2.0,Automatic,Diesel,Hills,2,110,smooth,0
Tata,Nexon,2006,156802,1.5,Manual,Diesel,Hills,3,160,smooth,0
Tata,Tiago,2002,75369,1.9,Automatic,Petrol,Highway,4,204,rough,1
Mahindra,Scorpio,2005,125011,1.2,Manual,Diesel,Urban,2,61,rough,1
Kia,Sonet,2018,156035,1.4,Manual,Diesel,Highway,5,571,smooth,0
Tata,Nexon,2019,92950,1.8,Manual,Diesel,Urban,1,518,normal,1
Hyundai,Venue,2009,81349,1.2,Automatic,Petrol,Urban,1,33,rough,1
Suzuki,Swift,2019,125285,2.1,Automatic,Petrol,Highway,5,579,smooth,0
Tata,Altroz,2010,10247,2.2,Manual,Petrol,Urban,3,83,normal,0
Toyota,Yaris,2017,29875,1.1,Automatic,Diesel,Hills,4,595,normal,1
Suzuki,Alto,2019,88928,1.6,Automatic,Petrol,Highway,1,375,smooth,1
Tata,Nexon,1998,170550,1.9,Manual,Petrol,Hills,4,184,normal,1
Kia,Sportage,2005,165360,1.4,Automatic,Diesel,Hills,1,242,rough,1
Kia,Sportage,2000,107775,0.9,Manual,Diesel,Hills,1,254,smooth,1
Toyota,Corolla,2022,115039,1.1,Automatic,Petrol,Urban,3,550,smooth,0
Hyundai,Creta,2012,140232,0.8,Manual,Diesel,Highway,1,145,normal,1
Suzuki,Wagon R,2020,173148,2.0,Manual,Diesel,Urban,2,353,smooth,1
Tata,Altroz,2015,65382,1.9,Automatic,Diesel,Highway,4,30,rough,0
Mahindra,XUV300,2011,60853,1.9,Manual,Petrol,Highway,2,328,normal,1
Suzuki,Alto,1998,190055,2.2,Automatic,Diesel,Urban,3,34,rough,1
Toyota,Corolla,2006,70510,1.1,Manual,Petrol,Hills,3,38,rough,1
Hyundai,Creta,2022,87673,1.5,Automatic,Diesel,Hills,1,419,rough,1
Toyota,Yaris,2010,63589,1.9,Manual,Petrol,Highway,4,112,rough,0
Tata,Tiago,2012,14179,2.0,Manual,Diesel,Urban,2,535,normal,1
Suzuki,Alto,2014,34856,1.9,Manual,Diesel,Highway,1,488,rough,1
Toyota,Hilux,2014,119331,2.4,Manual,Petrol,Urban,4,303,rough,1
Kia,Sonet,2020,7726,1.3,Manual,Diesel,Highway,2,580,rough,1
Kia,Seltos,2015,163885,1.0,Automatic,Diesel,Highway,2,73,normal,0
Tata,Nexon,2007,13934,2.2,Manual,Diesel,Hills,2,598,rough,1
Mahindra,XUV300,2003,50787,1.1,Automatic,Petrol,Urban,4,283,smooth,1
Hyundai,Creta,2019,197744,1.1,Manual,Petrol,Highway,3,384,normal,0
Toyota,Corolla,2002,128182,1.2,Automatic,Diesel,Urban,1,547,smooth,1
Tata,Nexon,1999,75381,2.3,Automatic,Diesel,Urban,2,587,smooth,1
Suzuki,Baleno,2015,153565,1.5,Manual,Petrol,Highway,4,344,smooth,0
Mahindra,XUV300,2002,43378,2.0,Automatic,Petrol,Urban,4,556,normal,0
Mahindra,Scorpio,2013,117100,1.8,Automatic,Diesel,Highway,1,89,rough,1
Tata,Altroz,2020,41514,1.2,Manual,Diesel,Hills,2,56,normal,0
Toyota,Hilux,2012,13461,2.0,Manual,Petrol,Urban,4,179,smooth,0
Mahindra,XUV300,2014,142750,1.6,Manual,Diesel,Hills,5,574,normal,1
Tata,Tiago,2009,93896,0.9,Automatic,Petrol,Urban,4,353,normal,0
Hyundai,Creta,2011,161989,2.2,Automatic,Diesel,Hills,1,441,normal,1
Mahindra,Bolero,2014,20585,1.1,Automatic,Petrol,Highway,3,549,rough,1
Toyota,Hilux,2020,120273,2.1,Manual,Petrol,Hills,1,113,rough,1
Hyundai,Creta,2003,9968,2.3,Automatic,Diesel,Highway,5,71,normal,0
Tata,Altroz,2023,12143,2.4,Manual,Diesel,Highway,1,96,smooth,0
Mahindra,Bolero,2010,81737,0.8,Manual,Petrol,Urban,5,206,normal,0
Toyota,Yaris,2009,188077,0.8,Automatic,Diesel,Hills,5,263,normal,1
Mahindra,Scorpio,2002,196545,0.8,Manual,Diesel,Hills,2,566,rough,1
Kia,Sportage,2000,46657,1.2,Automatic,Diesel,Highway,3,574,normal,1
Suzuki,Wagon R,2021,137553,1.3,Manual,Diesel,Highway,4,455,smooth,0
Tata,Nexon,2004,11635,1.7,Manual,Diesel,Hills,3,409,normal,1
Mahindra,Scorpio,2007,90776,2.0,Manual,Petrol,Hills,2,24,normal,1
Hyundai,Venue,2010,175131,1.4,Manual,Petrol,Hills,3,433,smooth,1
Kia,Sonet,2012,90473,1.0,Automatic,Diesel,Hills,5,4,normal,1
Mahindra,Scorpio,2008,11911,1.1,Manual,Petrol,Hills,1,544,rough,1
Mahindra,Bolero,2015,76080,2.2,Automatic,Petrol,Highway,3,216,smooth,0
Mahindra,Bolero,2002,28644,1.0,Automatic,Petrol,Highway,5,351,normal,0
Mahindra,Scorpio,2001,128576,0.9,Manual,Diesel,Urban,5,183,normal,1
Toyota,Hilux,2023,185942,1.2,Manual,Diesel,Hills,2,234,normal,1
Hyundai,Creta,2000,93808,1.7,Automatic,Petrol,Highway,3,379,rough,1
Toyota,Hilux,2001,192599,0.9,Automatic,Diesel,Hills,1,385,rough,1
Hyundai,Venue,2003,10549,2.3,Automatic,Petrol,Highway,4,224,smooth,1
Toyota,Corolla,2022,16457,1.0,Automatic,Diesel,Highway,4,535,rough,1
Hyundai,Creta,1998,69045,1.1,Manual,Petrol,Urban,3,31,rough,0
Kia,Sonet,2015,73446,1.5,Manual,Diesel,Hills,5,383,smooth,1
Tata,Altroz,2006,161985,1.1,Manual,Petrol,Highway,2,484,rough,1
Mahindra,Bolero,2022,63681,1.7,Manual,Petrol,Highway,5,488,smooth,0
Mahindra,XUV300,2015,85168,1.4,Automatic,Diesel,Highway,5,156,rough,0
Hyundai,Venue,2003,71211,1.1,Manual,Diesel,Highway,1,126,rough,1
Tata,Nexon,2016,83099,2.2,Manual,Diesel,Highway,3,287,normal,0
Tata,Altroz,2011,127370,0.9,Automatic,Petrol,Hills,3,387,normal,1
Hyundai,i20,2006,164304,1.9,Automatic,Diesel,Highway,2,128,normal,0
Kia,Sportage,1999,120769,2.3,Manual,Diesel,Highway,3,396,rough,1
Mahindra,XUV300,2008,135703,1.6,Automatic,Petrol,Hills,5,101,normal,0
Hyundai,Venue,1999,81105,2.2,Manual,Diesel,Urban,4,420,smooth,1
Hyundai,i10,2009,175242,1.4,Manual,Petrol,Highway,4,75,normal,0
Hyundai,Venue,2000,11057,1.8,Automatic,Diesel,Hills,3,17,normal,1
Hyundai,Venue,2000,186057,1.9,Manual,Diesel,Urban,2,416,smooth,1
Toyota,Corolla,2005,49825,2.4,Automatic,Diesel,Urban,2,42,normal,0
Toyota,Hilux,2015,125159,1.3,Manual,Petrol,Urban,2,426,smooth,1
Toyota,Hilux,2010,161175,2.3,Automatic,Petrol,Urban,4,267,rough,1
Hyundai,Creta,2017,78104,0.9,Manual,Petrol,Hills,3,580,normal,1
Tata,Altroz,2021,99442,1.3,Automatic,Diesel,Urban,1,226,rough,1
Hyundai,i20,2009,150659,1.7,Automatic,Petrol,Urban,5,393,rough,1
Suzuki,Wagon R,2011,155448,1.0,Manual,Petrol,Urban,5,333,normal,0
Toyota,Yaris,2001,136264,1.7,Automatic,Diesel,Highway,2,10,rough,1
Tata,Altroz,2002,115319,2.3,Automatic,Petrol,Hills,2,265,smooth,1
Toyota,Hilux,2009,104429,1.1,Manual,Diesel,Urban,2,290,normal,1
Suzuki,Alto,2000,140536,2.0,Automatic,Diesel,Hills,3,197,smooth,1
Hyundai,i10,2022,97840,1.8,Automatic,Diesel,Hills,1,283,rough,1
Toyota,Hilux,2004,148589,1.3,Automatic,Diesel,Highway,3,441,smooth,1
Hyundai,Venue,2018,149855,1.9,Automatic,Petrol,Hills,3,1,smooth,0
Hyundai,Creta,2008,166544,1.1,Automatic,Diesel,Highway,4,367,smooth,1
Toyota,Corolla,2008,3941,2.2,Automatic,Petrol,Highway,5,297,rough,1
Kia,Seltos,2020,197539,2.3,Automatic,Petrol,Urban,3,449,smooth,0
Hyundai,Creta,2008,69327,2.2,Manual,Petrol,Hills,5,387,smooth,1
Toyota,Yaris,2005,75060,1.8,Manual,Diesel,Hills,4,215,normal,1
Suzuki,Swift,2018,35961,1.0,Manual,Diesel,Hills,5,537,smooth,1
Suzuki,Wagon R,2023,170422,0.9,Automatic,Diesel,Urban,2,556,normal,1
Suzuki,Alto,1999,14682,1.4,Manual,Diesel,Highway,4,76,normal,0
Tata,Nexon,2020,15025,2.2,Automatic,Petrol,Urban,4,224,smooth,0
Hyundai,Venue,2003,59108,1.8,Manual,Diesel,Highway,2,241,smooth,1
Suzuki,Swift,2014,174634,1.1,Automatic,Petrol,Hills,1,126,rough,1
Kia,Sonet,2005,63487,0.9,Automatic,Petrol,Urban,1,246,rough,1
Mahindra,XUV300,2003,55470,1.3,Automatic,Petrol,Hills,1,9,normal,0
Tata,Altroz,2005,172743,1.4,Manual,Diesel,Urban,2,17,smooth,0
Mahindra,Scorpio,2017,5728,2.3,Automatic,Diesel,Highway,2,284,normal,1
Suzuki,Swift,2013,171469,2.3,Automatic,Petrol,Urban,1,51,rough,1
Tata,Nexon,2000,165388,2.2,Automatic,Diesel,Hills,3,201,smooth,1
Tata,Altroz,2003,122632,1.3,Manual,Petrol,Highway,5,5,normal,0
Tata,Nexon,2000,51248,0.9,Automatic,Petrol,Urban,2,3,smooth,0
Toyota,Yaris,2002,189354,1.7,Automatic,Petrol,Highway,5,281,smooth,0
Tata,Altroz,2014,192367,0.9,Automatic,Diesel,Hills,4,29,normal,0
Suzuki,Baleno,2022,6588,2.4,Manual,Diesel,Urban,2,123,normal,0
Suzuki,Baleno,2016,135489,0.9,Manual,Petrol,Highway,2,55,rough,0
Kia,Sportage,2001,194244,1.0,Automatic,Petrol,Urban,3,264,normal,0
Hyundai,i10,2011,103151,1.8,Manual,Diesel,Urban,3,112,normal,0
Toyota,Hilux,2016,104437,1.6,Manual,Petrol,Urban,4,133,rough,0
Mahindra,XUV300,2016,29225,1.0,Automatic,Petrol,Highway,1,293,normal,1
Kia,Sportage,2018,139683,1.0,Automatic,Diesel,Highway,4,233,rough,1
Suzuki,Alto,2015,174756,1.5,Automatic,Diesel,Urban,4,131,normal,0
Toyota,Hilux,2004,70330,1.7,Manual,Diesel,Urban,2,264,smooth,1
Toyota,Hilux,2020,18574,2.2,Automatic,Petrol,Hills,2,1,smooth,0
Hyundai,Venue,1998,44775,2.1,Automatic,Petrol,Urban,3,215,smooth,0
Hyundai,i10,2001,49782,1.4,Manual,Diesel,Hills,2,220,rough,1
Tata,Nexon,2008,47665,0.8,Manual,Diesel,Hills,3,70,smooth,0
Kia,Seltos,2018,57645,1.6,Manual,Petrol,Urban,1,379,normal,1
Kia,Seltos,2007,51720,0.9,Manual,Diesel,Highway,1,377,normal,1
Mahindra,Scorpio,2015,8765,1.4,Manual,Petrol,Urban,2,195,rough,1
Tata,Altroz,2005,197307,1.6,Manual,Petrol,Urban,1,296,rough,1
Suzuki,Swift,2008,60566,1.5,Manual,Petrol,Hills,3,148,smooth,0
Suzuki,Alto,2023,30763,1.9,Automatic,Petrol,Hills,2,450,rough,1
Suzuki,Alto,2012,165148,1.9,Manual,Petrol,Hills,1,278,normal,1
Hyundai,i20,2011,4915,0.9,Manual,Diesel,Urban,4,240,rough,1
Mahindra,XUV300,2003,35225,1.8,Manual,Diesel,Hills,1,135,rough,1
Suzuki,Wagon R,2022,107780,2.2,Automatic,Petrol,Hills,1,99,normal,0
Kia,Seltos,2015,135688,2.4,Automatic,Petrol,Urban,5,586,rough,1
Mahindra,Bolero,2011,75361,0.8,Manual,Diesel,Hills,3,87,normal,0
Hyundai,Creta,2018,120200,1.9,Manual,Diesel,Urban,5,514,rough,1
Mahindra,XUV300,2019,56383,1.2,Automatic,Petrol,Highway,3,310,smooth,0
Mahindra,Bolero,1999,175842,1.1,Automatic,Diesel,Urban,1,70,rough,1
Hyundai,Venue,2011,64724,1.1,Automatic,Diesel,Hills,2,568,smooth,1
Suzuki,Wagon R,2022,12513,1.2,Manual,Petrol,Hills,1,529,rough,1
Suzuki,Wagon R,2003,63922,1.2,Automatic,Diesel,Urban,3,117,rough,0
Kia,Sonet,2019,58272,2.0,Automatic,Petrol,Hills,2,215,normal,1
Tata,Altroz,2001,102675,1.4,Manual,Petrol,Urban,2,553,normal,1
Toyota,Corolla,1998,64001,1.8,Automatic,Petrol,Urban,1,302,smooth,1
Toyota,Yaris,2015,4401,1.0,Automatic,Diesel,Highway,2,454,normal,1
Suzuki,Swift,2006,122410,2.2,Automatic,Petrol,Highway,4,211,rough,1
Kia,Seltos,2008,194061,0.8,Automatic,Diesel,Hills,5,276,rough,1
Tata,Tiago,2006,91668,2.0,Manual,Diesel,Highway,3,135,rough,0
Tata,Nexon,2009,26357,1.3,Manual,Diesel,Hills,2,33,rough,1
Mahindra,Bolero,2021,119839,2.3,Manual,Petrol,Hills,3,387,smooth,1
Tata,Altroz,2006,67748,1.3,Manual,Diesel,Highway,2,332,normal,1
Tata,Nexon,2022,171175,1.0,Automatic,Diesel,Urban,1,188,smooth,1
Kia,Sonet,2006,121174,1.4,Automatic,Petrol,Highway,5,597,smooth,1
Suzuki,Wagon R,2022,125214,2.0,Automatic,Petrol,Hills,2,154,normal,0
Toyota,Hilux,2023,106620,0.9,Manual,Petrol,Highway,1,378,normal,1
Mahindra,Bolero,2009,11897,2.0,Manual,Diesel,Highway,3,70,rough,0
Mahindra,Bolero,2006,129474,1.4,Manual,Diesel,Urban,4,207,rough,1
Tata,Nexon,2004,162836,2.0,Automatic,Diesel,Highway,3,68,rough,0
Kia,Seltos,2003,119408,1.6,Manual,Diesel,Urban,3,522,rough,1
Hyundai,Venue,2003,23215,2.3,Automatic,Petrol,Urban,1,156,normal,0
Tata,Tiago,2021,143515,1.4,Manual,Diesel,Urban,2,83,rough,0
Kia,Seltos,2017,170129,2.2,Automatic,Diesel,Highway,4,54,rough,0
Suzuki,Alto,2010,154625,2.1,Manual,Diesel,Hills,4,25,normal,0
Kia,Sportage,2005,116074,2.2,Manual,Diesel,Urban,2,492,smooth,1
Hyundai,Venue,2006,26206,2.1,Automatic,Petrol,Urban,3,231,smooth,0
Toyota,Yaris,2019,185479,1.9,Manual,Petrol,Hills,2,9,normal,0
Kia,Seltos,2022,167986,2.0,Automatic,Petrol,Hills,3,258,normal,1
Mahindra,XUV300,2014,82757,1.9,Automatic,Diesel,Urban,1,123,smooth,0
Kia,Seltos,2011,70713,1.9,Automatic,Diesel,Urban,4,541,smooth,1
Mahindra,Bolero,2020,66387,1.8,Automatic,Petrol,Urban,4,388,normal,0
Toyota,Hilux,2001,155459,1.9,Manual,Diesel,Highway,3,109,rough,0
Hyundai,i10,2004,168505,2.3,Manual,Petrol,Urban,4,63,rough,0
Tata,Nexon,2000,75519,2.0,Manual,Diesel,Hills,1,349,rough,1
Suzuki,Wagon R,2016,41222,1.5,Automatic,Petrol,Urban,2,406,rough,1
Suzuki,Alto,2021,81475,2.0,Automatic,Diesel,Urban,5,135,normal,0
Tata,Tiago,2004,98551,2.1,Manual,Petrol,Urban,3,351,smooth,0
Suzuki,Baleno,2002,134307,2.4,Manual,Petrol,Hills,1,500,rough,1
Suzuki,Wagon R,2006,167078,1.9,Manual,Diesel,Hills,4,107,normal,0
Mahindra,XUV300,2002,11498,1.8,Manual,Petrol,Urban,2,561,normal,1
Suzuki,Swift,2003,72136,1.6,Automatic,Diesel,Urban,1,388,smooth,1
Kia,Sonet,2004,39346,1.1,Automatic,Petrol,Hills,1,136,rough,1
Kia,Sportage,2020,56166,2.1,Automatic,Petrol,Urban,4,22,smooth,0
Hyundai,Venue,2021,7806,2.0,Manual,Petrol,Hills,2,599,normal,1
Tata,Altroz,2011,160976,2.1,Manual,Petrol,Hills,4,301,rough,1
Kia,Sportage,2010,25290,1.8,Manual,Petrol,Hills,2,47,normal,0
Tata,Tiago,1998,38790,1.2,Automatic,Petrol,Highway,3,216,normal,0
Kia,Sportage,2018,161544,2.0,Automatic,Diesel,Urban,4,433,rough,1
Toyota,Yaris,2017,38757,2.1,Manual,Petrol,Hills,4,482,smooth,1
Hyundai,i20,2000,94402,1.3,Automatic,Petrol,Hills,5,547,smooth,1
Tata,Altroz,2009,17454,2.0,Manual,Petrol,Highway,4,313,rough,1
Mahindra,Bolero,2004,166137,1.1,Automatic,Diesel,Highway,4,8,normal,0
Hyundai,Venue,2004,13522,1.4,Manual,Diesel,Hills,2,358,smooth,1
Tata,Nexon,2015,193427,2.1,Automatic,Petrol,Urban,5,64,rough,0
Mahindra,Bolero,2010,98062,2.4,Manual,Diesel,Highway,1,135,normal,0
Tata,Altroz,2023,21013,1.0,Manual,Diesel,Urban,4,193,normal,1
Suzuki,Wagon R,2018,26306,1.3,Automatic,Petrol,Highway,4,478,rough,1
Toyota,Corolla,2021,165285,0.9,Manual,Diesel,Highway,1,253,smooth,1
Hyundai,i20,2022,30207,1.3,Manual,Diesel,Urban,3,575,smooth,1
Kia,Sportage,2016,183862,1.4,Automatic,Petrol,Highway,1,352,rough,1
Mahindra,Bolero,2007,112644,1.7,Manual,Diesel,Hills,5,139,smooth,0
Tata,Altroz,2000,23402,1.1,Automatic,Diesel,Urban,5,74,smooth,0
Suzuki,Baleno,2023,96057,0.9,Manual,Petrol,Highway,5,491,smooth,0
Tata,Altroz,2001,37111,0.9,Automatic,Petrol,Urban,2,522,rough,1
Kia,Sonet,2004,169763,2.1,Manual,Diesel,Urban,5,320,smooth,1
Hyundai,i10,2004,153073,1.6,Manual,Petrol,Hills,4,496,rough,1
Kia,Sonet,2018,25642,1.5,Manual,Diesel,Hills,4,489,normal,1
Mahindra,XUV300,2023,199316,0.8,Automatic,Petrol,Hills,1,417,smooth,1
Suzuki,Alto,2013,7445,1.7,Manual,Diesel,Urban,1,65,rough,1
Tata,Altroz,2020,52897,2.3,Manual,Diesel,Hills,3,26,rough,0
Tata,Nexon,1999,138195,2.2,Automatic,Diesel,Highway,3,107,rough,0
Suzuki,Swift,2020,77504,1.5,Automatic,Petrol,Hills,5,437,smooth,1
Hyundai,Venue,2008,151292,1.9,Automatic,Diesel,Urban,1,485,smooth,1
Suzuki,Wagon R,2011,6875,1.5,Manual,Diesel,Hills,3,92,smooth,0
Mahindra,Scorpio,1998,150149,1.8,Automatic,Petrol,Urban,3,506,smooth,1
Hyundai,i10,2014,69998,1.5,Manual,Diesel,Hills,5,71,smooth,0
Tata,Altroz,2006,77460,1.8,Manual,Diesel,Highway,1,213,normal,1
Kia,Seltos,2006,133634,1.9,Automatic,Diesel,Highway,2,509,normal,1
Toyota,Corolla,2019,26874,1.1,Manual,Diesel,Hills,1,408,normal,1
